SeqName	Hit-Desc	GO-Group	GO-ID	Term
HMEL005897-PA	integrator complex subunit 9-like	C	GO:0032039	integrator complex
HMEL005898-PA	leucine carboxyl methyltransferase 1-like	F	GO:0008168	methyltransferase activity
HMEL005898-PA	leucine carboxyl methyltransferase 1-like	P	GO:0032259	methylation
HMEL005900-PA	abhydrolase domain-containing protein 3-like	F	GO:0004091	carboxylesterase activity
HMEL005901-PA	acyl-coa dehydrogenase	F	GO:0050660	flavin adenine dinucleotide binding
HMEL005901-PA	acyl-coa dehydrogenase	F	GO:0003995	acyl-CoA dehydrogenase activity
HMEL005901-PA	acyl-coa dehydrogenase	P	GO:0055114	oxidation-reduction process
HMEL005901-PA	acyl-coa dehydrogenase	P	GO:0006118	electron transport
HMEL005902-PA	malonyl -acyl carrier protein transacylase	F	GO:0016740	transferase activity
HMEL005902-PA	malonyl -acyl carrier protein transacylase	P	GO:0008152	metabolic process
HMEL005904-PA	dna repair protein complementing xp-a cells homolog	P	GO:0006289	nucleotide-excision repair
HMEL005904-PA	dna repair protein complementing xp-a cells homolog	C	GO:0005634	nucleus
HMEL005904-PA	dna repair protein complementing xp-a cells homolog	F	GO:0003684	damaged DNA binding
HMEL005905-PA	isoform b	F	GO:0005525	GTP binding
HMEL005905-PA	isoform b	C	GO:0005622	intracellular
HMEL005905-PA	isoform b	C	GO:0016020	membrane
HMEL005905-PA	isoform b	P	GO:0007264	small GTPase mediated signal transduction
HMEL005905-PA	isoform b	P	GO:0006184	GTP catabolic process
HMEL005906-PA	dna polymerase epsilon subunit 4-like	F	GO:0003887	DNA-directed DNA polymerase activity
HMEL005906-PA	dna polymerase epsilon subunit 4-like	P	GO:0006260	DNA replication
HMEL005906-PA	dna polymerase epsilon subunit 4-like	F	GO:0043565	sequence-specific DNA binding
HMEL005906-PA	dna polymerase epsilon subunit 4-like	C	GO:0008622	epsilon DNA polymerase complex
HMEL005906-PA	dna polymerase epsilon subunit 4-like	F	GO:0046982	protein heterodimerization activity
HMEL005906-PA	dna polymerase epsilon subunit 4-like	P	GO:0006974	response to DNA damage stimulus
HMEL005907-PA	5 -3 exoribonuclease 1	F	GO:0003676	nucleic acid binding
HMEL005907-PA	5 -3 exoribonuclease 1	C	GO:0005622	intracellular
HMEL005907-PA	5 -3 exoribonuclease 1	F	GO:0004527	exonuclease activity
HMEL005908-PA	nuclear transcription factor y subunit beta	F	GO:0043565	sequence-specific DNA binding
HMEL005908-PA	nuclear transcription factor y subunit beta	C	GO:0005634	nucleus
HMEL005908-PA	nuclear transcription factor y subunit beta	F	GO:0046982	protein heterodimerization activity
HMEL005908-PA	nuclear transcription factor y subunit beta	P	GO:0006355	regulation of transcription, DNA-dependent
HMEL005909-PA	atp-binding cassette sub-family g member 5-like	P	GO:0006200	ATP catabolic process
HMEL005909-PA	atp-binding cassette sub-family g member 5-like	F	GO:0005524	ATP binding
HMEL005909-PA	atp-binding cassette sub-family g member 5-like	F	GO:0016887	ATPase activity
HMEL005910-PA	prostaglandin reductase 1-like	F	GO:0016491	oxidoreductase activity
HMEL005910-PA	prostaglandin reductase 1-like	F	GO:0008270	zinc ion binding
HMEL005910-PA	prostaglandin reductase 1-like	P	GO:0055114	oxidation-reduction process
HMEL005911-PA	inactive dipeptidyl peptidase 10-like	C	GO:0016020	membrane
HMEL005911-PA	inactive dipeptidyl peptidase 10-like	P	GO:0006508	proteolysis
HMEL005911-PA	inactive dipeptidyl peptidase 10-like	F	GO:0004177	aminopeptidase activity
HMEL005911-PA	inactive dipeptidyl peptidase 10-like	F	GO:0008236	serine-type peptidase activity
HMEL005913-PA	eukaryotic translation initiation factor 2-alpha kinase 4-like	F	GO:0004674	protein serine/threonine kinase activity
HMEL005913-PA	eukaryotic translation initiation factor 2-alpha kinase 4-like	F	GO:0005515	protein binding
HMEL005913-PA	eukaryotic translation initiation factor 2-alpha kinase 4-like	F	GO:0005524	ATP binding
HMEL005913-PA	eukaryotic translation initiation factor 2-alpha kinase 4-like	P	GO:0006468	protein phosphorylation
HMEL005913-PA	eukaryotic translation initiation factor 2-alpha kinase 4-like	P	GO:0009069	serine family amino acid metabolic process
HMEL005914-PA	cral trio domain-containing protein	P	GO:0006810	transport
HMEL005914-PA	cral trio domain-containing protein	F	GO:0005215	transporter activity
HMEL005914-PA	cral trio domain-containing protein	C	GO:0005622	intracellular
HMEL005916-PA	isoform a	P	GO:0043161	proteasomal ubiquitin-dependent protein catabolic process
HMEL005916-PA	isoform a	C	GO:0005838	proteasome regulatory particle
HMEL005916-PA	isoform a	P	GO:0046331	lateral inhibition
HMEL005916-PA	isoform a	C	GO:0005737	cytoplasm
HMEL005916-PA	isoform a	C	GO:0005634	nucleus
HMEL005917-PA	isoform a	P	GO:0042221	response to chemical stimulus
HMEL005917-PA	isoform a	P	GO:0007611	learning or memory
HMEL005917-PA	isoform a	P	GO:0006357	regulation of transcription from RNA polymerase II promoter
HMEL005917-PA	isoform a	P	GO:0035222	wing disc pattern formation
HMEL005917-PA	isoform a	P	GO:0008283	cell proliferation
HMEL005917-PA	isoform a	F	GO:0003676	nucleic acid binding
HMEL005917-PA	isoform a	F	GO:0046872	metal ion binding
HMEL005917-PA	isoform a	P	GO:0002009	morphogenesis of an epithelium
HMEL005917-PA	isoform a	P	GO:0048565	digestive tract development
HMEL005917-PA	isoform a	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL005917-PA	isoform a	P	GO:0048523	negative regulation of cellular process
HMEL005917-PA	isoform a	P	GO:0007476	imaginal disc-derived wing morphogenesis
HMEL005917-PA	isoform a	P	GO:0048598	embryonic morphogenesis
HMEL005917-PA	isoform a	C	GO:0005667	transcription factor complex
HMEL005917-PA	isoform a	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL005920-PA	nucleoside diphosphate kinase 7	P	GO:0006165	nucleoside diphosphate phosphorylation
HMEL005920-PA	nucleoside diphosphate kinase 7	F	GO:0004550	nucleoside diphosphate kinase activity
HMEL005920-PA	nucleoside diphosphate kinase 7	F	GO:0003899	DNA-directed RNA polymerase activity
HMEL005920-PA	nucleoside diphosphate kinase 7	P	GO:0006228	UTP biosynthetic process
HMEL005920-PA	nucleoside diphosphate kinase 7	F	GO:0005524	ATP binding
HMEL005920-PA	nucleoside diphosphate kinase 7	P	GO:0006183	GTP biosynthetic process
HMEL005920-PA	nucleoside diphosphate kinase 7	P	GO:0006351	transcription, DNA-dependent
HMEL005920-PA	nucleoside diphosphate kinase 7	P	GO:0006241	CTP biosynthetic process
HMEL005920-PA	nucleoside diphosphate kinase 7	P	GO:0006144	purine nucleobase metabolic process
HMEL005920-PA	nucleoside diphosphate kinase 7	P	GO:0006206	pyrimidine nucleobase metabolic process
HMEL005920-PA	nucleoside diphosphate kinase 7	C	GO:0005730	nucleolus
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0060972	left/right pattern formation
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0042073	intraflagellar transport
HMEL005921-PA	nucleoside diphosphate kinase 7-like	F	GO:0004550	nucleoside diphosphate kinase activity
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0006241	CTP biosynthetic process
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0060830	ciliary receptor clustering involved in smoothened signaling pathway
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0006165	nucleoside diphosphate phosphorylation
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0007420	brain development
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0006183	GTP biosynthetic process
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0006228	UTP biosynthetic process
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0007368	determination of left/right symmetry
HMEL005921-PA	nucleoside diphosphate kinase 7-like	F	GO:0005524	ATP binding
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0003351	epithelial cilium movement
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0006144	purine nucleobase metabolic process
HMEL005921-PA	nucleoside diphosphate kinase 7-like	P	GO:0006206	pyrimidine nucleobase metabolic process
HMEL005922-PA	macrophage mhc class i receptor 2-like protein	P	GO:0055085	transmembrane transport
HMEL005922-PA	macrophage mhc class i receptor 2-like protein	C	GO:0016021	integral to membrane
HMEL005924-PA	serine protease p54	F	GO:0005515	protein binding
HMEL005924-PA	serine protease p54	P	GO:0006508	proteolysis
HMEL005924-PA	serine protease p54	F	GO:0004252	serine-type endopeptidase activity
HMEL005927-PA	adenylyl cyclase-associated protein 1-like isoform x2	P	GO:0000902	cell morphogenesis
HMEL005927-PA	adenylyl cyclase-associated protein 1-like isoform x2	P	GO:0007010	cytoskeleton organization
HMEL005927-PA	adenylyl cyclase-associated protein 1-like isoform x2	F	GO:0003779	actin binding
HMEL005928-PA	nicotinate phosphoribosyltransferase-like isoform 1	F	GO:0004516	nicotinate phosphoribosyltransferase activity
HMEL005928-PA	nicotinate phosphoribosyltransferase-like isoform 1	P	GO:0019358	nicotinate nucleotide salvage
HMEL005928-PA	nicotinate phosphoribosyltransferase-like isoform 1	F	GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity
HMEL005928-PA	nicotinate phosphoribosyltransferase-like isoform 1	P	GO:0009435	NAD biosynthetic process
HMEL005929-PA	zinc finger protein 2-like	F	GO:0008270	zinc ion binding
HMEL005929-PA	zinc finger protein 2-like	C	GO:0005634	nucleus
HMEL005929-PA	zinc finger protein 2-like	F	GO:0003676	nucleic acid binding
HMEL005930-PA	yorkie homolog	F	GO:0005515	protein binding
HMEL005931-PA	glycoside hydrolases	P	GO:0005975	carbohydrate metabolic process
HMEL005931-PA	glycoside hydrolases	F	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
HMEL005932-PA	cytochrome p450	F	GO:0020037	heme binding
HMEL005932-PA	cytochrome p450	F	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
HMEL005932-PA	cytochrome p450	P	GO:0055114	oxidation-reduction process
HMEL005932-PA	cytochrome p450	F	GO:0005506	iron ion binding
HMEL005933-PA	cytochrome p450	F	GO:0020037	heme binding
HMEL005933-PA	cytochrome p450	F	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
HMEL005933-PA	cytochrome p450	P	GO:0055114	oxidation-reduction process
HMEL005933-PA	cytochrome p450	F	GO:0005506	iron ion binding
HMEL005933-PA	cytochrome p450	F	GO:0004497	monooxygenase activity
HMEL005934-PA	glutaminase kidney mitochondrial-like	P	GO:0006541	glutamine metabolic process
HMEL005934-PA	glutaminase kidney mitochondrial-like	F	GO:0004359	glutaminase activity
HMEL005934-PA	glutaminase kidney mitochondrial-like	F	GO:0005515	protein binding
HMEL005935-PA	28s ribosomal protein mitochondrial-like	C	GO:0005840	ribosome
HMEL005936-PA	upf3 regulator of nonsense transcripts-like protein b	C	GO:0035145	exon-exon junction complex
HMEL005936-PA	upf3 regulator of nonsense transcripts-like protein b	F	GO:0003729	mRNA binding
HMEL005936-PA	upf3 regulator of nonsense transcripts-like protein b	P	GO:0045727	positive regulation of translation
HMEL005936-PA	upf3 regulator of nonsense transcripts-like protein b	F	GO:0000166	nucleotide binding
HMEL005936-PA	upf3 regulator of nonsense transcripts-like protein b	C	GO:0005737	cytoplasm
HMEL005936-PA	upf3 regulator of nonsense transcripts-like protein b	P	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
HMEL005937-PA	leucine-rich transmembrane protein	C	GO:0016020	membrane
HMEL005937-PA	leucine-rich transmembrane protein	C	GO:0097458	neuron part
HMEL005937-PA	leucine-rich transmembrane protein	F	GO:0005515	protein binding
HMEL005938-PA	msl2 protein	F	GO:0008270	zinc ion binding
HMEL005938-PA	msl2 protein	F	GO:0005515	protein binding
HMEL005940-PA	dusky- isoform a	P	GO:0007160	cell-matrix adhesion
HMEL005940-PA	dusky- isoform a	C	GO:0016324	apical plasma membrane
HMEL005940-PA	dusky- isoform a	P	GO:0007015	actin filament organization
HMEL005940-PA	dusky- isoform a	F	GO:0005214	structural constituent of chitin-based cuticle
HMEL005940-PA	dusky- isoform a	P	GO:0003383	apical constriction
HMEL005940-PA	dusky- isoform a	P	GO:0016476	regulation of embryonic cell shape
HMEL005942-PA	poly -specific endoribonuclease homolog	F	GO:0008233	peptidase activity
HMEL005942-PA	poly -specific endoribonuclease homolog	F	GO:0016788	hydrolase activity, acting on ester bonds
HMEL005942-PA	poly -specific endoribonuclease homolog	P	GO:0006508	proteolysis
HMEL005943-PA	5 -nucleotidase domain-containing protein 3-like	F	GO:0005524	ATP binding
HMEL005943-PA	5 -nucleotidase domain-containing protein 3-like	F	GO:0003677	DNA binding
HMEL005943-PA	5 -nucleotidase domain-containing protein 3-like	P	GO:0006260	DNA replication
HMEL005943-PA	5 -nucleotidase domain-containing protein 3-like	F	GO:0016788	hydrolase activity, acting on ester bonds
HMEL005945-PA	protein-cysteine n-palmitoyltransferase rasp-like	C	GO:0016021	integral to membrane
HMEL005946-PA	dynein heavy chain axonemal-like	F	GO:0003777	microtubule motor activity
HMEL005946-PA	dynein heavy chain axonemal-like	P	GO:0007018	microtubule-based movement
HMEL005946-PA	dynein heavy chain axonemal-like	C	GO:0005874	microtubule
HMEL005947-PA	dynein heavy chain	P	GO:0016539	intein-mediated protein splicing
HMEL005947-PA	dynein heavy chain	F	GO:0003777	microtubule motor activity
HMEL005947-PA	dynein heavy chain	C	GO:0030286	dynein complex
HMEL005947-PA	dynein heavy chain	F	GO:0016887	ATPase activity
HMEL005947-PA	dynein heavy chain	P	GO:0006200	ATP catabolic process
HMEL005947-PA	dynein heavy chain	P	GO:0007018	microtubule-based movement
HMEL005947-PA	dynein heavy chain	F	GO:0005524	ATP binding
HMEL005947-PA	dynein heavy chain	C	GO:0005874	microtubule
HMEL005948-PA	pdz domain-containing protein 2	F	GO:0005515	protein binding
HMEL005949-PA	pdz domain protein	F	GO:0005515	protein binding
HMEL005951-PA	nadh dehydrogenase	F	GO:0051537	2 iron, 2 sulfur cluster binding
HMEL005951-PA	nadh dehydrogenase	F	GO:0008137	NADH dehydrogenase (ubiquinone) activity
HMEL005951-PA	nadh dehydrogenase	C	GO:0005747	mitochondrial respiratory chain complex I
HMEL005951-PA	nadh dehydrogenase	F	GO:0046872	metal ion binding
HMEL005951-PA	nadh dehydrogenase	P	GO:0007399	nervous system development
HMEL005951-PA	nadh dehydrogenase	P	GO:0006120	mitochondrial electron transport, NADH to ubiquinone
HMEL005951-PA	nadh dehydrogenase	P	GO:0048738	cardiac muscle tissue development
HMEL005951-PA	nadh dehydrogenase	P	GO:0006744	ubiquinone biosynthetic process
HMEL005951-PA	nadh dehydrogenase	P	GO:0006814	sodium ion transport
HMEL005951-PA	nadh dehydrogenase	P	GO:0015992	proton transport
HMEL005952-PA	nadh dehydrogenase	P	GO:0044763	single-organism cellular process
HMEL005952-PA	nadh dehydrogenase	F	GO:0008137	NADH dehydrogenase (ubiquinone) activity
HMEL005952-PA	nadh dehydrogenase	C	GO:0005743	mitochondrial inner membrane
HMEL005952-PA	nadh dehydrogenase	C	GO:0009579	thylakoid
HMEL005952-PA	nadh dehydrogenase	P	GO:0050794	regulation of cellular process
HMEL005952-PA	nadh dehydrogenase	P	GO:0006120	mitochondrial electron transport, NADH to ubiquinone
HMEL005952-PA	nadh dehydrogenase	P	GO:0006744	ubiquinone biosynthetic process
HMEL005952-PA	nadh dehydrogenase	P	GO:0006814	sodium ion transport
HMEL005952-PA	nadh dehydrogenase	P	GO:0015992	proton transport
HMEL005955-PA	agrin-like isoform x1	F	GO:0005515	protein binding
HMEL005970-PA	1-acyl-sn-glycerol-3-phosphate acyltransferase	F	GO:0016746	transferase activity, transferring acyl groups
HMEL005970-PA	1-acyl-sn-glycerol-3-phosphate acyltransferase	P	GO:0008152	metabolic process
HMEL005973-PA	sugar transporter	C	GO:0016021	integral to membrane
HMEL005973-PA	sugar transporter	P	GO:0055085	transmembrane transport
HMEL005973-PA	sugar transporter	F	GO:0022857	transmembrane transporter activity
HMEL005974-PA	facilitated trehalose transporter tret1-like	C	GO:0016021	integral to membrane
HMEL005974-PA	facilitated trehalose transporter tret1-like	P	GO:0055085	transmembrane transport
HMEL005974-PA	facilitated trehalose transporter tret1-like	F	GO:0022857	transmembrane transporter activity
HMEL005975-PA	three prime repair exonuclease 1	F	GO:0003676	nucleic acid binding
HMEL005976-PA	three prime repair exonuclease 1	F	GO:0003676	nucleic acid binding
HMEL005977-PA	ubiquitin conjugating enzyme 7 interacting protein	F	GO:0004519	endonuclease activity
HMEL005977-PA	ubiquitin conjugating enzyme 7 interacting protein	F	GO:0003964	RNA-directed DNA polymerase activity
HMEL005977-PA	ubiquitin conjugating enzyme 7 interacting protein	P	GO:0006278	RNA-dependent DNA replication
HMEL005977-PA	ubiquitin conjugating enzyme 7 interacting protein	F	GO:0003723	RNA binding
HMEL005989-PA	irregular chiasm c-roughest	F	GO:0005515	protein binding
HMEL005991-PA	isoform b	P	GO:0048190	wing disc dorsal/ventral pattern formation
HMEL005991-PA	isoform b	P	GO:0016458	gene silencing
HMEL005991-PA	isoform b	F	GO:0010485	H4 histone acetyltransferase activity
HMEL005991-PA	isoform b	P	GO:0048813	dendrite morphogenesis
HMEL005991-PA	isoform b	F	GO:0003713	transcription coactivator activity
HMEL005991-PA	isoform b	P	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
HMEL005991-PA	isoform b	F	GO:0008134	transcription factor binding
HMEL005991-PA	isoform b	C	GO:0005634	nucleus
HMEL005991-PA	isoform b	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL005991-PA	isoform b	F	GO:0008270	zinc ion binding
HMEL005991-PA	isoform b	C	GO:0005667	transcription factor complex
HMEL005991-PA	isoform b	P	GO:0045941	positive regulation of transcription, DNA-dependent
HMEL005991-PA	isoform b	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL005992-PA	tbc1 domain family member 15-like	F	GO:0005097	Rab GTPase activator activity
